Kicked in the Head,1997,"James Woods, Lili Taylor, Michael Rapaport, Burt Young, Kevin Corrigan, Linda Fiorentino"
Return to Paradise,1998,"Anne Heche, Joaquin Phoenix, Vince Vaughn, Jada Pinkett Smith, Joel de la Fuente, Nick Sandow, Vera Farmiga, James Michael McCauley, David Conrad, Richard Chang, David Zayas, Ming Lee, Brette Taylor, Deanna Yusoff, Amy Wong, Is Issariya, Ed Hodson, Kevin Scullin, Glenn Patrick, Yusmal Ghazali, Aril Izani, Kwak Wai, Curzon Dobell, Vincent Patrick, Elizabeth Rodriguez, Patrick Teoh, Rebecca Bitton, Rebecca Boyd, Woon-Kin Chin, Regina Wu, Raymond J. Barry, Rose Sias, Todd Stockman, Ben Van Bergen"
Richard III,1995,"Ian McKellen, Annette Bening, Jim Broadbent, Robert Downey Jr., Nigel Hawthorne, Kristin Scott Thomas, John Wood, Adrian Dunbar, Tim McInnerny, Maggie Smith, Dominic West, Trés Hanley, Jim Carter, Dominic West"
Separate but Equal,1991,"Cleavon Little, Burt Lancaster, Richard Kiley, John McMartin, Lynne Thigpen, Gloria Foster, Graham Beckel, Sidney Poitier, Tommy Hollis"
Deconstructing Sarah,1994,"Rachel Ticotin, Sheila Kelley, Camilla Belle"
Baby Brokers,1994,"Joseph Maher, Jeffrey Nordling, Nina Siemaszko, Cybill Shepherd, Anna Maria Horsford, Shirley Knight"
A Family Torn Apart,1993,"Johnny Galecki, Neil Patrick Harris, Lisa Banes, James Handy, Linda Kelsey, Gregory Harrison, Eric Lloyd, Rhoda Griffis, John M. Jackson, Tim Kelleher"
There Was a Little Boy,1993,"Terri Ivens, Cybill Shepherd, Jennifer Rhodes, Bert Remsen, Scott Bairstow, Elise Neal, Vondie Curtis-Hall, Gloria Gifford, Elaine Kagan, Mary-Pat Green"
December,1991,"Jason London, Balthazar Getty, Chris Young, Wil Wheaton, Brian Krause, Ann Hartfield, Soren Bailey, Robert Miller"
Wildflower,1991,"Reese Witherspoon, Beau Bridges, Susan Blakely, Patricia Arquette, William McNamara, Norman Max Maxwell, Richard K. Olsen"
Extreme Close-Up,1990,"Blair Brown, Craig T. Nelson, Morgan Weisser, Richard Libertini, Samantha Mathis, Kimber Shoop, Cristine Rose, Ellie Raab"
D2: The Mighty Ducks,1994,"Joshua Jackson, Kenan Thompson, Kathryn Erbe, Emilio Estevez, Mike Vitar, Jan Rubeš, María Ellingsen, Carsten Norgaard, Marguerite Moreau, Michael Tucker, Elden Henson, Shaun Weiss, Matt Doherty, Brandon Adams, Garette Ratliff Henson, Vincent Larusso, Colombe Jacobsen-Derstine, Aaron Lohr, Ty O'Neal, Justin Wong, Scott Whyte, Kai Lennox, Vicellous Reon Shannon, Noah Verduzco, Marcus Klemp, Jon Karl Hjelm, Michael Ooms, Casey Garven, Brock Pierce, Robert Pall, Kareem Abdul-Jabbar, Cam Neely, Chris Chelios, Luc Robitaille, Greg Louganis, Kristi Yamaguchi, Steven Brill, Wayne Gretzky, Leah Lail, Jeannette Kerner, Mary Brill, Jack White, Michael Francis Kelly, Bob Miller, Joe Fowler, Harve Cook, Rodney Louis Johnson, Laura Lombardi, Nancy Stephens, Tajsha Thomas, Kevin Wommack, Bryant Woodert, Adam A. Labaud Jr., Brian Avery, Chris Edwards, Mike Butters, Stephen Dowling, Constance McCashin, Rachel Oliva, Nathan West"
Best of the Best 2,1993,"Eric Roberts, Phillip Rhee, Meg Foster, Sonny Landham, Ralf Möller, Wayne Newton, Chris Penn, Edan Gross, Betty Carvalho, David Boreanaz"
Which Way Home,1991,John Waters
Million Dollar Babies,1994,"Roy Dupuis, Beau Bridges, Domini Blythe, Céline Bonnier, Sean McCann, Ginette Reno, Kate Nelligan, Tod Fennell, James Douglas, Jeff Bridges"
Indiscretion of an American Wife,1998,Anne Archer
The Negotiator,1998,"Samuel L. Jackson, Kevin Spacey, David Morse, John Spencer, Paul Giamatti, Ron Rifkin, J. T. Walsh, Siobhan Fallon Hogan, Michael Cudlitz, Regina Taylor, Carlos Gómez, Bruce Beatty, Tim Kelleher, Dean Norris, Nestor Serrano, Doug Spinuzza, Leonard L. Thomas, Stephen Lee, Lily Nicksay, Lauri Johnson, Sabi Dorr, Gene Wolande, Rhonda Dotson, Donald Korte, Anthony T. Petrusonis, John McDonald, Jack McLaughlin-Gray, John Lordan, Jack Shearer, Donna Ponterotto, Michael Shamus Wiles, Mik Scriba, Joey Perillo, Mary Page Keller, Kelsey Mulrooney, Brad Blaisdell, Bruce Wright, Robert David Hall, Guy Van Swearingen, Bernard Hocke, Tony Mockus Jr., Carol-Anne Touchberry, Robert Jordan, Geoff Morrell, Janna Tetzlaff, Millie Santiago, Mike Leiderman, Jay Levine, Mark Giangreco, Rick Scarry, Mary Ingersoll, McNally Sagal, Mary Major, Lynn Rondell, Edwina Moore, Lynn Forslund, Muriel Clair, Mary Ann Childers, Diann Burns, Carla Sanchez, Charles Valentino, Robert Baier, Ted Montue, John Buckley, Darius Aubry, Steven Maines, Caine, Max, Andy-John, James Blackburn, Tom Bower, Spitfire Brown, Wayne Eric, David Michael Fordham, Paul Guilfoyle, Julie O'Malley, Todd Rheingold, Jack Rooney, Rick Touhy, Maureen Mendoza"
The Disappearance of Garcia Lorca,1997,"Andy García, Esai Morales, Edward James Olmos, Giancarlo Giannini, Naím Thomas, Gonzalo Penche, Teresa José Berganza, Eusebio Lázaro, Tony Plana, Barbara Pilavin, Denise Blasor, Moctesuma Esparza, Gonzalo Menendez, Miguel Ferrer, James Patrick Stuart, Javier Grajeda, Marcellina de Luna, J.V. Valera, Guillermo de Cun, Guillermo Camacho, Axel Anderson, Blaki, Jeroen Krabbé, Ellea Ratier, Lara Dominguez, Lola Bayo, Joe Drago, Palmy Carballido, William Marquez, Carmen Zapata, Gregory Farfán, Charles Martinet, Perico Durán, Jesús Daniel, Luis Gutiérrez, Marcela Walerstein, Rafael Santiago, José A. Fernández, Eva Esquivel, Isabel Carmona, Verónica Carmona, Jose Heredia Maldonado, Azucena De La Fuente, Pepe Pascual, José Coronado, Ignacio Durán, Jill Remez, Myriam Tubert, Ivonne Coll, Simón Andreu, Luis García, Natalia Ferrandiz, Nuria Pomares, Maria Dolores Lopez de Ahumeda Moreno, Francisco Izquierdo, Antonio Castillo, Alicia Borrachero, Marina Saura, Christopher B. Aponte, Juan Talavera, Miguel Ángel Godó, Emilio Muñoz, John Garcia, Freddi de Arcé, Sam Vlahos, Pablo Marz, Linda Andrade, George Lyanne Cotto, Gelian Cotto, Víctor Gardel, Concha Gómez Conde"
Preachin' to the Sistas,1998,"Leslie Boston, Roy Ayers Jr., Roxzane T. Mims, Victor Carr, Kimberly Kearney"
Clouds,1999,"Rob Nilsson, Dick Kellogg, Amy Leonard, Sandy Rouge Anderson, Michael Patrick Gaffney, Patricia Ann Rubens, Ryan Mickels, Jennifer Jordan Day, Richard Barrows, Christine Stafford"
Natalie's Rose,1998,"Sam Taft, Timothy McKellips, Allan Creel, Dee Smiley, Heidi Creel, Mark Friedrichsen, Lynn Marie Sager, Ric Henry, Andrew McKellips, Ian McKellips, Karen Winnefeld, Rickey Wood, Raymond Wood, Marcus Terry, Tim Stacy"
The Spitfire Grill,1996,"Will Patton, Ellen Burstyn, Alison Elliott, Marcia Gay Harden, Gailard Sartain, Kieran Mulroney, John M. Jackson, Louise De Cormier, Ida Griesemer, Lincoln Grow"
Two Fathers: Justice for the Innocent,1994,"George Hamilton, Robert Conrad, Gary Houston, Danny Goldring, Bo Kaprall, Deanna Dunagan, Ned Schmidtke, Mary Mulligan, Bob Thorson, Elyse Mirto, Pat Vern Harris, Scott Palmer"
Solomon: The Bible,1997,"Vivica A. Fox, Max von Sydow, Anouk Aimée, Ben Cross, Maria Grazia Cucinotta, Umberto Orsini, Stefania Rocca, Richard Dillane, Marta Zoffoli, Ivan Kaye, G.W. Bailey, Dexter Fletcher, Roger Hammond, Michael Culkin, Stefan Gubser"
Power Play,1994,"Campbell Lane, Ken Olandt, Hagan Beggs, Marietta DePrima, Olivia Palenstein, Ryan Walter, Don Knodel, Sue Morales"
Reggie's Prayer,1996,"Pat Morita, Brett Favre, Big Show, MC Hammer, Mike Holmgren, Gale Sayers, Chanda Watts, Marc Anthony Samuel, Reggie White, Sara White, Rosey Grier, Allan Creel, Mel Renfro, Melba Joyce"
Dragon: The Bruce Lee Story,1993,"Jason Scott Lee, Lauren Holly, Robert Wagner, Michael Learned, Nancy Kwan, Lim Kay Tong, Ric Young, Wang Luoyong, Sterling Macer Jr, Sven-Ole Thorsen, Ong Soo Han, Eric Bruskotter, Aki Aleong, Chao-Li Chi, Sam Hau, Iain M. Parker, Michelle Tennant, Clyde Kusatsu, Alicia Tao, Kong Kwong-Keung, John Cheung, Anthony Carpio, Tat-kwong Chan, John Lacy, Harry Stanback, Michael Cudlitz, Forry Smith, Sean Stanek, Van Williams, Alan Eugster, Paul Raci, Ed Parker Jr., Shannon Lee, Robert Garrett, Lala Sloatman, Fu Suk Han, Nick Brandon, Louis Turenne, Paul Mantee, Jonathan Penner, Jan Solomita, Shannon Uno, Rob Cohen, Lau Pak Lam, Pamela Holt, Mark King, Johnny Mask, Steve Spry"
Henry & June,1990,"Fred Ward, Uma Thurman, Maria de Medeiros, Richard E. Grant, Kevin Spacey, Bruce Myers, Jean-Philippe Écoffey, Juan Luis Buñuel, Artus de Penguern, Gary Oldman"
The Scarlet Letter,1995,"Demi Moore, Gary Oldman, Robert Duvall, Amy Wright, Robert Prosky, Edward Hardwicke, Joan Plowright, Roy Dotrice, Lisa Joliffe-Andoh, Malcolm Storry, James Bearden, Larissa Laskin, George Aguilar, Tim Woodward, Joan Gregson, Dana Ivey, Diane Salinger, Jocelyn Cunningham, Sheldon Peters Wolfchild, Eric Schweig, Kristin Fairlie, Sarah Campbell, Judd Jones, Anthony Paton, Marguerite McNeil, Kennetch Charlette, Deborah Tennant, Kateri Walker, Shaun R. Clarke, Jay Carmichael, Jason Parkhill, Jeremy Keddy, Nicholas Rice, Len Doncheff, Ashley Nolan, Stephen Aderneck, Evelyn Francis, Gary Joseph, Stephen Micalchunk, Jeremy Akerman, Scout LaRue Willis, Tallulah Belle Willis, Jodhi May, David Kehoe, Line Pelletier"
If These Walls Could Talk,1996,"Sissy Spacek, Anne Heche, Cher, Hedy Burress, Demi Moore, Shirley Knight, Jada Pinkett Smith, Xander Berkeley, Matthew Lillard, Jordana Spiro, Craig T. Nelson, Lindsay Crouse"
The Moment After,1999,"Kevin Downes, Amanda Llewellyn, Kevin Copeland, Brad Heller, Julie Link, Brian Bennetts, Mike Wilson, David A. R. White, Greg Davis, D. David Morin, John Gilbert, Manney Beldaire, Paul R. Jones, Gregg Binkley, David Darus"
Touched by Evil,1997,"Adrian Pasdar, Paula Abdul, Tracy Nelson, Susan Ruttan, Gillian Barber, Peter James Bryant, Charlayne Woodard, Tamsin Kelsey, Guyle Fraizer"
MacShayne: Final Roll of the Dice,1994,"Scott Paulin, James Stephens, Daniel Hugh Kelly, Wendy Phillips, María Conchita Alonso"
"To Die, to Sleep",1994,"Noah Hathaway, Ami Dolenz, Charles Napier, Daphne Cheung, Trish Davis, Tom Pieper, Suzanne Alter, Nicole Fellows, Paul Coufos, Vali Ashton"
Road Ends,1997,"Mariel Hemingway, Chris Sarandon, Peter Coyote"
Legalese,1998,"James Garner, Gina Gershon, Matthew Glave, Mary-Louise Parker, Brian Doyle-Murray, Scott Michael Campbell, Kathleen Turner, Edward Kerr"
An Empty Bed,1990,"Thomas Hill, Dorothy Stinnette, John Wylie, Conan McCarty, Harriet Bass"
Life Tastes Good,1999,"Tamlyn Tomita, Sab Shimono, Kelvin Han Yee, Julia Nickson-Soul, Philip Kan Gotanda, Diane Takei, Greg Watanabe, Tim Lounibos"
Serving in Silence: The Margarethe Cammermeyer Story,1995,"Glenn Close, Judy Davis, Wendy Makkena, Jan Rubeš, William Allen Young, Susan Barnes, William Converse-Roberts, Ryan Reynolds, Colleen Flynn, Kevin McNulty, Vic Polizos, Eric Dane, Molly Parker, Trevor St. John, Lance Robinson"
Relax...It's Just Sex,1998,"Lori Petty, Mitchell Anderson, Jennifer Tilly, Serena Scott Thomas, Seymour Cassel, Paul Winfield, Billy Wirth, Eddie Garcia, Cynda Williams, Susan Tyrrell, Terrence C. Carson"
White Fang 2: Myth of the White Wolf,1994,"Scott Bairstow, Alfred Molina, Anthony Ruivivar, Geoffrey Lewis, Victoria Racimo, Charmaine Craig, Ethan Hawke, Al Harrington, Paul Coeur, Matthew Cowles, Woodrow W. Morrison, Reynold Russ, Nathan Young, Charles Natkong Sr., Edward Davis, Byron Chief-Moon, Tom Heaton, Trace Yeomans, Thomas Kitchkeesic"
In Pursuit of Honor,1995,"Rod Steiger, Gabrielle Anwar, Craig Sheffer, Don Johnson, Bob Gunton, James Sikking, John Dennis Johnston, Robert Coleby, Neil Melville"
White Hot: The Mysterious Murder of Thelma Todd,1991,"Loni Anderson, Robert Davi, Paul Dooley, Dakin Matthews, Scott Paulin, Lois Smith, Linda Kelsey, Lawrence Pressman, John O'Hurley, Maryedith Burrell, Robin Strasser"
Miracle in the Woods,1997,"Della Reese, Meredith Baxter, David Hunt, Patricia Heaton, Anna Chlumsky, Tim De Zarn, Sanaa Lathan, Mark Joy, Randy Brooks, Tom Gossom, Anna Chlumsky"
The Ice Princess,1995,"Ivan Desny, Vernon Dobtcheff, Katarina Witt, Daniela Lunkewitz"
Love Songs,1999,"Brent Jennings, Dulé Hill, Robert Townsend, Rachael Crawford, Lynn Whitfield, Louis Gossett Jr., Andre Braugher, Carl Gordon, Phillip Jarrett, Sandra Caldwell"
All The Vermeers In New York,1990,"Gordon Joseph Weiss, Katherine Bean, Emmanuelle Chaulet, Laurel Lee Kiefer, Stephen Lack, Gracie Mansion, Roger Ruffin, Grace Phillips"
Recipe for Revenge,1998,"Sam White, Corbin Bernsen, Alex Carter, Faith Ward, Stephen J. M. Sisk"
Next Year in Jerusalem,1997,"Louis Edmonds, Peter J. Byrnes, Harry Chambarry, Steven Brinberg, Michael DeNigris, Reed McGowan, Dean Alai, David Nahmod"
Manhattan By Numbers,1993,"John Wojda, Norman Dallas, Gorden Mayes, Lidia Romires, Eddie Olmedo, Dan Oreskes, Mary F. Geng, Branislav Tomich, Lawrence Kirkland, Christian Brandan, Ray Kitchen, Elvis A. Greenaway, Cecil Hawsen, Dana Lauran, Mary Chang Faulk"
Clerks,1994,"Brian O'Halloran, Jeff Anderson, Marilyn Ghigliotti, Lisa Spoonhauer, Jason Mewes, Kevin Smith, Virginia Smith, Grace Smith, Scott Mosier, Scott Schiaffo, Walt Flanagan, Walt Flanagan, Walt Flanagan, Walt Flanagan, Scott Mosier, Scott Mosier, Al Berkowitz, Ed Hapstak, Ed Hapstak, Lee Bendick, Dave Klein, Dave Klein, Dave Klein, Dave Klein, Dave Klein, Pattijean Csik, Ken Clark, Ken Clark, Donna Jeanne, Betsy Broussard, Ernest O'Donnell, Kimberly Loughran, Gary Stern, Joe Bagnole, John Henry Westhead, Chuck Bickel, Leslie Hope, Leslie Hope, Connie O'Connor, Vincent Pereira, Vincent Pereira, Ashley Pereira, Erix Infante, Erix Infante, Melissa Crawford, Melissa Crawford, Melissa Crawford, Thomas Burke, Dan Hapstak, Mitch Cohen, Mitch Cohen, Matthew Banta, Rajiv Thapar, Mike Belicose, Jane Kuritz, Frances Cresci, Matt Crawford, Sarla Thapar, Brian Drinkwater, Bob Fisler, Derek Jaccodine, Matthew Pereira, Frank Pereira, Carl Roth, Paul Finn, Haiku, Lenin's Tomb"
James Dean: Race with Destiny,1997,"Diane Ladd, Casper Van Dien, Robert Mitchum, Mike Connors, Connie Stevens, Casey Kasem, Joseph Campanella"
Coyotes,1999,"Leo Gannon, Chuck Fadel, Lina Gallegos, Louis Caracas, Kirsten Carmody"
Heaven's Prisoners,1996,"Mary Stuart Masterson, Teri Hatcher, Kelly Lynch, Alec Baldwin, Eric Roberts, Joe Viterelli, Vondie Curtis-Hall, Badja Djola, Paul Guilfoyle, Hawthorne James, Don Stark, Tuck Milligan, Carl A. McGee, Chris Krisea, Samantha Lagpacan"
Parallel Sons,1995,"Gabriel Mann, Laurence Mason, Heather Gottlieb, Julia Weldon, Josh Hopkins, Murphy Guyer, Maureen Shannon, Graham Alex Johnson"
Ripe,1996,"Monica Keena, Daisy Eagan, Gordon Currie, Vincent Laresca, Karen Lynn Gorney, Scott Sowers, Curtis McLarin, Donia Silver-Smith, Erik Jensen, Ron Brice, Janna Silver-Smith, Nurit Koppel, Bruce McCarty, Candice Love, Hollie Harper, Jennifer Griffin Chambers, Mary Leonard, Zip Hanna, Michael Chambers, Greg Bass, Jac Calabro, Matt Chiaravalle, Trinity Stiles"
Lurid Tales: The Castle Queen,1997,"Cristina Stoica, Flenkes Rodica, Maria Zamfirescu, Andreea Macelaru, Mihaela Mihut, Shannon Dow Smith, Kim Dawson, Cristi Harris, Betsy Lynn George, Cristian Motiu"
L5: First City in Space,1996,"Denis Akiyama, Colin Fox, Martha Henry, Rachel Walker, Genevieve Langlois, Kristen Bone, Leah Cudmore, Alisha Morrison, Cody Jones, Cecilley Carroll"
Harlequin Romance Series: At the Midnight Hour,1995,"Patsy Kensit, Cynthia Dale, Simon MacCorkindale, Kay Hawtrey, Keegan Macintosh, Lindsay Merrithew, Doug Lennox, Shawn Lawrence, Edward Jaunz, Brad Austin"
The Basket,1999,"Peter Coyote, Karen Allen, Elwon Bakly, Casey Cowan, Robert Burke, Jack Bannon, Eric Dane, Brian Skala, Amber Willenborg"
Murder in China Basin,1999,"Chris Byrne, Eric Etebari, Johnny Indovina, Spencer Scofield, Elizabeth Rossa, Derek Sitter, Noel Harrison, Greg Benson"
Beyond the Edge,1995,"Brian Boone, Daisy Hall, Michael Green"
Roadracers,1994,"David Arquette, Salma Hayek, Jason Wiles, William Sadler, John Hawkes, O'Neal Compton, Kevin McCarthy, Tammy Brady Conrad"
Squanto: A Warrior's Tale,1994,"Michael Gambon, Alex Norton, Nathaniel Parker, Julian Richings, Adam Beach, Eric Schweig, Mark Margolis, Irene Bedard, Donal Donnelly, Mandy Patinkin, Stuart Pankin, Sheldon Peters Wolfchild, Leroy Peltier, Paul Klementowicz, Bray Poor, Tim Hopper, John Saint Ryan, John Dunn-Hill, Selim Running Bear Sandoval, Mark Abbott, Eula Donkeen Crying Wind, James Augustine, Katherine Sorbey, Karen Doucette, Kerrie Lawrence, Shaun Gillis, Richard Collins, Teddy Lee Dillon, Don Carmody, Derek Warner, Glen O'Neil, David Morley, Stephen Wall, Donald MacLeod, Edward MacLeod, Gus MacDonald, Chuck Houck, Douglas Bayer, Barry Donahue, Braden Wright"
Lies He Told,1997,"Karen Sillas, Gary Cole, Wendy Makkena, George R. Robertson, Ron Lea, Nigel Bennett, Linda Sorenson, Leah Pinsent, Teddi Siddall"
Danielle Steel's Full Circle,1996,"Eric Lutes, Corbin Bernsen, James Read, Reed Diamond, Allison Smith, Teri Polo, Erika Slezak, Alice Carter"
Love to Kill,1997,"Tony Danza, Elizabeth Barondes, Rustam Branaman, Amy Locane, Michael Madsen, Louise Fletcher, Daniel Meyer, Christine Harnos, James Russo, Glen Chin, John Solari, Richmond Arquette, David Ripley, Elan Frank, Brian Brophy, David Keeps, Ray Mancini, John Del Regno, Emily Procter, Todd Bridges, Michael Goldman, Moon Zappa, Freddy Deane, Phil Lodwick, Joe Pecoraro, Scott Rogers, Christopher Doyle, Hubie Kerns Jr., James Lew"
An Angel on Abbey Street,1999,"Neil Barton, Dick Van Patten, Robert Baker, Christopher Michael Moore, Tom Groenwald, Katelin Petersen, Bruce A. Young, James DeAngelo, Larrs Jackson, Kristin Intress"
A Song from the Heart,1999,"Alexandra Purvis, Keith Carradine, D. W. Moffett, Charles Siegel, Ben Eberhard, Amy Grant, Carolyne Maraghi, Jason Schombing"
Miracle at Midnight,1998,"Justin Whalin, Mia Farrow, Sam Waterston, Patrick Malahide, Barry McGovern, Alan Devine, Daisy Beaumont, Benedick Blythe, Nicola Mycroft"
The Last Best Sunday,1999,"Angela Bettis, Marion Ross, William Lucking, Kim Darby, Douglas Spain, John Allsopp, Daniel Beer, Craig Wasson, Mickey Jones, Peter Meyers, Douglas Niemans, Michael Niemans, Troy Niemans"
Emma's Wish,1998,"Della Reese, Joanna Kerns, Courtland Mead, Stephanie Niznik, Harley Jane Kozak, William R. Moses, Seymour Cassel, Dennis Cockrum"
Seamless,1999,"Kentaro Seagal, Shannon Elizabeth, Peter Alexander, Melinda Scherwinski, Broc Benedict, Myke Michaels, Lee Benton, Michael Calder"
Last Summer in the Hamptons,1995,"Andre Gregory, Martha Plimpton, Viveca Lindfors, Victoria Foyt, Jon Robin Baitz, Melissa Leo, Holland Taylor, Ron Rifkin, Roddy McDowall, Roscoe Lee Browne, Brooke Smith, Kristoffer Tabori, Henry Jaglom, Arnold Leo, Joseph Feury, Barbara Flood, Michael Emil, Alexandra Styron, Chris Knoblock, Luis De la Garza, Michele Fleischman, Willie, Jorge Bosch, Gregory Braun, Rich Crooks, Kat Elwynn Devlin, Katrina Fried, Megan Hughes, Laurel Moglen, Jeffrey Monte, Sally Reed, Lissa Townsend Rogers, Alex Rubin, Jeremy Workman, Marilyn Arenas, Sigalit Banai, Barbara Bercu, Amy Chanos, Judith Bruce De La Huerta, Peg De La Huerta, Rafaela De La Huerta, Natasha Tabori Fried, Elaine Fruin, Ecuaris Gonzales, Garry Gross, Lisa Horner, Gary Lasdun, Harvey Miller, Raina Paris, Chester A. Parker, Evelyn B. Parker, Lena Tabori, Gary Rabinowitz, Dorien Ross, Lynne Sawyer, Barbara Shulgasser, Mark Shulgasser, Linda Sunshine, Matt Webber, Jed Weissberg, Charlene M. Wolner, Sabrina Jalgom, Smith Boucher, Nick Gregory, Diane Salinger"
The Prodigy,1999,"Jeremy Isaiah Earl, Jason Moore, Jennifer Rochester Marcil"
Blood Brothers,1993,"Richard Yearwood, Clark Johnson, Bill Nunn, Richard Chevolleau, Amir Williams, Mia Korf"
Temps,1999,"Seymour Cassel, Jerry Orbach, Ursula Burton, Robert Pemberton, Guy Strauss, Tim Bohn, Kim Mansfield, Katrina Stevens"
Dreams,1990,"Akira Terao, Martin Scorsese, Mitsunori Isaki, Chishu Ryu, Mieko Harada, Hisashi Igawa, Yoshitaka Zushi, Mitsuko Baisho, Chosuke Ikariya, Toshihiko Nakano, Toshie Negishi, Masayuki Yui, Tessho Yamashita, Misato Tate, Catherine Cadou, Mieko Suzuki, Mugita Endo, Ryûjirô Oki, Masaru Sakurai, Masaaki Sasaki, Keiki Takenouchi, Kento Toriki, Shu Nakajima, Tokuju Masuda, Masuo Amada, Sakae Kimura, Shogo Tomomori, Ryo Nagasawa, Akisato Yamada, Tetsu Watanabe, Ken Takemura, Tetsuya Itô, Shôichirô Sakata, Naoto Shigemizu, Hiroshi Miyasaka, Yasuhiro Kajimoto, Makoto Hasegawa, Nagamitsu Satake, Satoshi Hara, Yasushige Turuoka, Shigeru Edaki, Hideharu Takeda, Katsumi Naito, Masaaki Enomoto, Norio Takei, Eiji Iida, Koji Kanda, Hideto Aota, Kazue Nakanishi, Rika Miyasawa, Mika Edaki, Mayumi Kamimura, Sayuri Yoshioka, Teruko Nakayama, Sachiko Nakayama, Toshiya Ito, Takashi Ito, Motoyuki Higashimura, Yasuhito Yamanaka, Haruka Sugata, Noriko Hayami, Ayaka Takahashi, Yûko Ishiwa, Sachiko Oguri, Masayo Mochida, Miki Kado, Mika Ikeya, Sakiko Yamamoto, Mayumi Ono, Yumiko Miyata, Aya Ikaida, Megumi Hata, Asako Hirano, Chika Nishio, Yuko Harada, Tomomi Yoshizawa, Kumiko Ishizuka, Masumi Yoda, Hatsue Nishi, Michiko Kawada, Machiko Ichihashi, Yumi Ezaki, Chika Yamabe, Mayuko Akashi, Fujio Tohita, Michio Hino, Michio Kida, Noriko Honma, Haruko Togo, Reiko Nanao, Shin Tonomura, Junpei Natsuki, Shigeo Katô, Saburô Kadowaki, Goichi Nagatani, Shizuko Azuma, Yoshie Kihira, Yukie Shimura, Setsuko Kawaguchi, Kumeko Otowa"
Sister My Sister,1995,"Julie Walters, Jodhi May, Joely Richardson, Sophie Thursfield"
Faithful,1996,"Ryan O'Neal, Cher, Chazz Palminteri, Amber Smith, Paul Mazursky, Mark Nassar, Elisa Leonetti, Jeffrey Wright, Stephen Spinella, David Marino"
Iron Will,1994,"Mackenzie Astin, Kevin Spacey, David Ogden Stiers, August Schellenberg, George Gerdes, Penelope Windust, Brian Cox, Rex Linn, Michael Laskin, James Cada"
Double Edge,1992,"Amos Kollek, Faye Dunaway, Makram Khoury, Mohammad Bakri, Anat Atzmon, Shmuel Shiloh, Abba Eban"
Freak Weather,1999,"Jacob Chase, Jacqueline McKenzie, Justin Pierce, John Carroll Lynch, John Heard, Aida Turturro, James Ent"
Ill-Gotten Gains,1997,"Akosua Busia, Djimon Hounsou, De'Aundre Bonds, Eartha Kitt, Reg E. Cathey, Tom Fitzpatrick, Mario Gardner, Clabe Hartley, Jamillah Nicole, Tom Taglang"
Backlash,1999,"Charles Durning, Tracey Needham, JoBeth Williams, Tony Plana, Richard Zavaglia, Michael Damian, Henry Silva, Jim Belushi, Patrik Ersgård, Richard Lawson, John Rubano, Ramón Franco, Maria Aparis, Dan Lauria, Peter Aykroyd"
Little Heroes,1992,"Craig Clyde, Jessica Fesh, Raeanin Simpson, Reta Patterson, Katherine Willis, Kelli Lidell, Carly Fullmer, Keith Christensen, Lance Johnson, Bill Green, Peter Hanlon, Kim Stucki, Jana Fillmore, Kay Lewis, Janet Turley, John Klint, K. C. Clyde, Corey Ewan"
Pirates of Silicon Valley,1999,"Noah Wyle, Anthony Michael Hall, Joey Slotnick, Josh Hopkins, John DiMaggio, Gema Zamprogna, Bodhi Elfman, Wayne Pere, Allan Royal, J. G. Hertzler, Jeffrey Nordling, Sheila Shaw, Gailard Sartain, Allan Kolman, Richard Waltzer, Harris Mann, Clay Wilcox, Marcus Giamatti, Melissa McBride, Marc Worden, Kelly Mullis, Rene Rivera, Rod Roeser, Lynne Marie Stewart, Nikita Ager, Brian Gattas, Paul Popowich, Doug Cox, Michael Francis Clarke, Michael Bryan French, Gerald McCullouch, Tammy Brady Conrad, Holly Lewis, Robert Daniel Phelps, Brian Lester, Michael Chieffo, Wanda Christine, Karl Wiedergott, Brooke Radding, Kitty Swink, Alexander Enberg, Cardella Di Milo, Robert Pierce, Sherman Ferguson, Louie Spears, Louis Taylor, J. J. Cohen, Grady Hutt, Michael Laren, Dean Chambers, Diane Robin, Nicholas Wilde"
The Temptations,1998,"Charles Malik Whitfield, D. B. Woodside, Terron Brooks, Christian Payton, Leon Robinson, Alan Rosenberg, Jenifer Lewis, Christopher Reid, Obba Babatunde, Vanessa Bell Calloway, Mel Jackson, Gina Ravera, Smokey Robinson, Bianca Lawson, Tina Lifford, Erik Michael Tristan, Charles Ley, J. August Richards, Harold Surratt"
Alaska,1996,"Vincent Kartheiser, Thora Birch, Charlton Heston, Dirk Benedict, Gordon Tootoosis, Kristin Lehman, Ed Gale, Don S. Davis, Byron Chief-Moon, Stephen E. Miller, Dolly Madsen, Adrien Dorval, Ben Cardinal, Duncan Fraser, Ryan Kent, Mark McCracken, Agee"
Mandela and de Klerk,1997,"Michael Caine, Sidney Poitier, John Carson, Owen Sejake, Tina Lifford, Ian Roberts, Tertius Meintjes, Jerry Mofokeng, Gerry Maritz, Andre Jacobs, Ben Kruger, David Fortune, Farouk Valley-Omar, Terry Norton, Bankole Omotoso"
Bonds of Love,1993,"Treat Williams, Kelly McGillis, Gordon Pinsent, Gordon Clapp, Steve Railsback, Hal Holbrook, R. H. Thomson, Kenneth Welsh, Grace Zabriskie, William Colgate, Colin Fox"
